Label,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,ExactMolWt,FractionCSP3,HallKierAlpha,HeavyAtomCount,HeavyAtomMolWt,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,MaxAbsEStateIndex,MaxAbsPartialCharge,MaxEStateIndex,MaxPartialCharge,MinAbsEStateIndex,MinAbsPartialCharge,MinEStateIndex,MinPartialCharge,MolLogP,MolMR,MolWt,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRadicalElectrons,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumValenceElectrons,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,RingCount,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
0,1768,874047,15267,12758,12758,10665,7.51,7.51,5849,5849,4623,4623,3356,3356,0,4795,0,5907,6545,46514,0,6327,37.07,20601,0,294148,294,-2.56,22,276214,209851397,13127,4729,1781,128123,12956,348,12956,256,112,256,112,-348,2408,84688,294358,1,5,0,1,1,1,2,3,3,1,5,0,2,0,0,0,112,14451,0,0,0,5907,0,4795,4984,0,0,18199,12.99,42304,24129,4,4795,16.81,0,19435,7048,19889,6545,53238,0,0,0,0,0,0,31887,20013,6924,27.44,30593,0,10903,0,53.92,0,0,0,0,0,0,0,0,2152,44514,0,0,0,0,0,3,1,0,0,0,1,1,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2123,664883,12698,10372,10372,8648,5936,5936,4607,4607,3188,3188,2326,2326,0,4795,0,5907,0,33775,0,0,44189,16367,0,238111,133,-2.29,18,224178,20373329,10838,3876,1643,105538,11.96,359,11.96,256,39,256,-39,-359,3124,73209,238.29,2,3,0,1,1,1,1,2,1,2,3,0,1,0,0,0,90,10301,0,0,0,5907,0,4795,0,0,0,18199,37.62,22639,5573,3,4795,23244,0,4984,0,13847,5317,52847,0,0,5317,5687,0,0,10891,4795,13847,22515,30332,0,11649,0,44.89,0,0,0,0,0,0,0,0,0,39667,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1604,715966,19062,15259,16015,13114,9376,9754,6861,7297,4857,5109,3403,3529,5969,4795,0,18629,11443,43733,0,6197,42465,9884,21444,388155,429,-1.95,27,363695,1492447955,19802,9832,6026,164484,10652,481,10652,303,156,303,-727,-481,4.17,104949,388895,1,5,0,1,1,1,1,2,4,1,6,0,8,0,1,1,144,14743,6104,0,0,0,5969,9779,0,0,0,29.8,55636,30.73,11798,3,14638,17.57,0,9884,0,37891,19634,64941,0,0,0,0,0,11601,46698,9531,0,43045,48661,5023,0,0,62.66,0,6033,0,0,0,0,0,0,0,55412,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,2018,764199,17156,14051,14051,11548,8133,8133,6513,6513,4588,4588,3409,3409,5601,4.39,0,5817,12.17,36077,12133,12133,32294,10969,9999,324164,0.35,-2.22,24,303231,348132585,16631,6721,3056,141834,13367,361,13367,123,0.25,123,-562,-361,3813,90914,324399,0,3,0,1,1,2,0,2,3,0,4,0,5,0,0,0,124,9637,11418,0,0,0,0,0,4.39,5262,0,18199,74438,0,18.24,3,9127,0,5262,4.9,0,25.05,20.64,70536,0,6069,0,4.39,0,0,25.54,16945,17148,35095,42465,0,0,0,36.26,0,0,0,0,0,0,0,0,13367,42216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.58,678356,19613,17601,17601,12544,10862,10862,11128,11128,8501,8501,7221,7221,0,9589,0,40143,17754,19262,19262,6076,0,51328,0,372278,826,-1.32,27,336265,1006218.93,19016,6087,2943,163478,13038,351,13038,243,66,243,-167,-351,3815,106842,372553,2,4,3,1,4,0,0,0,2,2,4,0,3,3,0,3,150,10634,0,0,11814,0,0,9589,0,0,0,19923,88541,22914,0,4,9589,11814,0,10634,34502,84724,0,12152,0,0,10634,0,0,0,23395,9589,34502,73144,12152,0,0,0,58.2,0,0,0,0,0,0,0,0,0,55.75,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.43,1056.18,24024,18018,18834,15595,10626,11506,8584,9926,6389,7.9,4779,6258,30002,29391,0,40285,23558,0,35718,12133,6924,10634,5107,475141,455,-2.89,33,450323,20327274.09,23274,8805,4114,193575,12674,478,12674,353,0.03,353,-1178,-478,941,119448,475523,5,10,0,3,3,1,0,1,7,5,11,0,8,0,2,2,176,30853,5697,0,11814,0,11939,9589,9589,0,11762,12.99,31544,28305,29669,4,34498,41202,0,10217,11836,43706,11862,40431,0,0,10634,5687,0,11762,73955,14384,11836,30626,34868,0,0,0,156.27,0,1.36,0,0,0,0,0,0,0,89807,1,1,1,0,1,0,0,0,2,2,4,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,2222,1187576,39.67,33899,33899,23986,18883,18883,16631,16631,12269,12269,8585,8585,101752,30015,0,37192,6421,0,21143,48466,32843,0,33158,747477,947,-1.3,52,678412,47935039873,45092,17659,9378,310279,14174,459,14174,311,111,311,-1965,-459,2.44,191048,747964,4,14,0,3,3,0,0,0,14,4,14,0,8,0,3,3,304,58484,29696,12.58,0,0,5969,9589,0,0,0,27695,74.9,44436,47.64,3,63173,11753,0,4.9,23672,179177,28315,0,0,0,0,0,0,0,149.65,42747,23672,94921,0,0,0,0,182.91,0,0,0,0,0,0,0,0,0,125583,0,4,3,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2979,437851,14629,11582,12477,8721,6143,7603,4913,6066,2734,3156,1799,1981,14616,14352,0,11836,5.75,11127,0,0,45894,4524,4737,286097,538,-0.87,19,267112,9456.4,16185,6528,4956,113351,10429,0.79,10429,193,222,193,-5005,-0.79,2115,68807,286264,0,5,0,0,0,1,0,1,5,0,6,0,6,0,0,0,108,23612,5.75,6793,0,0,0,0,0,0,0,45894,22963,0,7823,1,23612,7823,0,0,0,39531,6793,29326,0,5.75,14524,0,5.75,7823,6793,9089,0,50658,18199,0,0,0,81.65,0,0,0,0,0,0,0,0,14554,37418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2389,431802,18656,15.4,15.4,11952,9743,9743,7216,7216,5047,5047,3542,3542,18177,19802,0,30461,6421,51367,0,6076,6076,6924,5107,354241,0.8,-1.2,25,320215,271685711,21842,12202,8634,150683,12126,481,12126,303,105,303,-767,-481,3475,97237,354487,3,5,1,0,1,0,0,0,4,3,5,0,13,1,0,1,144,15.32,5783,0,0,0,5969,9589,0,0,0,57601,19262,24677,12208,1,24909,11753,0,0,11836,89761,0,12152,0,0,0,0,0,0,39.28,9589,11836,77553,12152,0,0,0,94.83,0,0,0,0,0,0,0,0,0,63167,1,2,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
0,1876,618365,14656,12725,13542,10237,7537,8353,5576,6.66,3873,5116,2743,3784,0,0,0,0,0,26179,26605,0,11762,66529,0,298.15,333,-1.45,21,276279,87270003,14486,6543,3419,131105,3421,368,3421,51,1072,51,1072,-368,3864,91564,298455,1,2,0,1,1,2,0,2,3,1,3,0,3,0,1,1,110,10217,0,0,0,0,0,0,0,0,0,41591,37.61,35.97,5687,3,0,17449,0,5317,0,23638,31079,53591,0,0,10217,5687,0,11762,26179,0,13847,11127,52256,0,0,0,15.27,0,1881,0,0,0,0,0,0,0,36786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2204,408364,10836,7867,8684,7203,4431,5479,3078,4271,2044,3154,1.33,2261,5.69,4795,0,24089,5753,0,16329,12263,0,4984,15577,229052,0.5,-1.05,15,218173,3818108,10467,4213,2138,90067,11442,393,11442,351,57,351,-431,-393,-594,56363,229261,3,6,0,1,1,0,1,1,7,2,7,0,2,0,1,1,82,15577,17482,0,0,0,5.69,4567,4795,4984,11762,0,6066,11.95,6607,2,9843,17.58,0,9551,0,11664,18093,22747,0,0,11423,5818,0,11762,32453,4737,0,6228,17058,0,0,0,90.37,0,1467,0,0,0,0,0,0,1374,37492,0,1,1,1,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1,1696,768493,22.38,18458,18458,14918,11435,11435,8664,8664,6585,6585,5062,5062,24095,19.49,0,30443,19262,31247,0,18747,30332,5317,4737,430247,625,-2.41,31,396273,10010552.55,23257,10754,5642,183691,13353,0.48,13353,326,17,326,-944,-0.48,2773,116415,430545,2,7,1,1,2,1,0,1,5,2,7,0,11,1,1,2,170,14743,12084,0,5907,0,11939,14906,4795,0,0,43173,57433,6042,12649,3,24227,17846,0,10217,5918,82961,6607,35895,0,0,5317,0,0,0,58626,25541,5918,57936,30332,0,0,0,95.94,0,0,0,0,0,0,0,0,0,74333,1,0,0,0,0,0,0,0,1,1,3,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2751,261169,9845,8502,8502,6109,4556,4556,3509,3509,1899,1899,1242,1242,0,0,0,6042,6607,5.75,11127,0,38.97,0,10471,179131,455,-1.02,13,162127,723132,10063,4283,2739,79.71,5615,491,5615,125,82,125,82,-491,2029,55.06,179263,2,2,0,0,0,1,0,1,2,1,2,0,3,0,0,0,72,10471,12356,0,0,0,0,0,0,0,0,18199,31898,6042,0,1,4737,0,0,0,5734,26813,6607,29326,0,5.75,10471,0,5.75,0,12649,0,13847,18051,18199,0,0,0,35.25,0,0,0,0,0,0,0,0,0,27333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1615,692.31,25957,21304,21304,16595,12967,12967,10215,10215,7033,7033,4589,4589,36354,24909,0,30465,38049,32104,6076,13847,6924,0,19317,500299,846,-1.52,35,456277,46042084.97,29709,14899,10.55,208002,12054,481,12054,0.33,16,0.33,-1.06,-481,2592,128654,500629,4,9,0,2,2,0,0,0,8,4,9,0,17,0,2,2,202,34637,6104,0,0,0,11939,4795,4795,0,0,38.18,39531,24333,43734,2,44226,11939,0,0,11836,115182,13214,11649,0,0,0,0,0,0,82202,23.8,11836,78559,11649,0,0,0,146.05,0,0,0,0,0,0,0,0,0,88667,1,3,3,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0
0,2.2,534445,12958,10037,10037,8665,5723,5723,4048,4048,2707,2707,1615,1615,11887,4795,0,0,5.75,11313,0,25123,36398,0,9843,242094,133,-2.29,18,228162,14082716,12174,5361,2884,105653,10929,481,10929,0.31,538,0.31,-841,-481,3667,69009,242274,1,3,0,0,0,2,0,2,2,1,3,0,4,0,0,0,92,9843,11499,0,0,0,5969,4795,0,0,0,30332,36753,0,5918,2,14638,5969,0,0,0,12842,0,60161,0,11499,4737,0,11499,0,11076,4795,0,18405,54597,0,0,0,46.53,0,0,0,0,0,0,0,0,0,44.5,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2194,553246,12958,10318,11135,8724,5702,6687,3729,4898,2332,3532,1505,2311,6093,4795,0,0,5948,23207,12005,11762,18199,26945,0,265088,333,-1.69,18,250218,16664716,12759,5.77,2951,109315,11069,453,11069,413,398,413,-533,-453,3243,73136,265338,2,5,0,0,0,1,1,2,4,2,6,0,6,0,0,0,96,9721,0,0,5948,0,6093,5317,9779,0,11762,6924,30373,4895,18143,2,9531,34837,0,9968,0,18.24,18179,18199,0,0,5317,10743,0,11762,28924,4737,0,13345,23095,0,11033,0,67.01,0,1803,0,0,0,0,0,0,0,39864,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0,1739,665948,17113,14684,14684,11454,9567,9567,8554,8554,7937,7937,6903,6903,5601,9901,0,5415,35876,44946,11146,0,6076,19423,6423,324209,682,-1.33,24,296.24,379158588,16155,5332,1912,144955,11809,377,11809,155,189,155,-973,-377,4049,95016,324464,1,2,4,0,4,0,0,0,2,1,2,0,1,3,0,3,128,5107,5601,5783,0,0,0,4795,0,0,6423,30569,74693,11836,0,4,9901,5783,0,0,29087,63891,0,23801,0,12344,0,0,0,0,16491,4795,41.43,58.29,23801,0,0,0,37.3,0,0,0,0,0,0,0,0,0,51333,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,2803,26265,3577,1725,1725,1732,612,612,0.25,0.25,0,0,0,0,6155,0,0,0,0,0,0,0,0,0,15008,59985,0,-0.73,4,60008,3245,3.27,711,174,22489,8333,652,8333,-43,2333,43,-2333,-652,-2447,5396,60008,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,24,15008,0,0,0,0,0,0,0,0,0,0,6155,0,0,0,15008,6155,0,0,0,0,0,0,0,0,10213,4795,0,0,6155,0,0,0,0,0,0,0,63.19,0,0,0,0,0,0,0,0,0,22667,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3.09,355498,9.19,6396,7212,5537,3356,4903,2393,3955,1488,2417,815,1331,10023,8418,0,4895,6545,5563,12133,12133,0,0,10873,186046,143,-0.91,12,176156,430628,9.18,3.22,2037,71237,10779,326,10779,238,111,238,-3569,-326,-207,45707,186236,4,4,0,0,0,1,0,1,3,2,5,0,2,0,0,0,66,5734,0,0,10023,0,0,0,13557,0,0,12133,17696,6545,4895,1,8418,10023,0,0,10873,11.44,0,29829,0,0,10873,0,0,0,8418,16568,0,5563,29161,0,0,0,86.18,0,-3569,0,0,0,0,0,0,21558,17761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
0,2517,138219,6362,4274,5168,3516,2205,3852,1796,3433,943,2128,517,1393,13441,9458,0,6104,0,0,0,6924,0,4737,4893,137,1,0.11,8,131003,74657,6233,1544,1088,46628,10062,777,10062,163,316,163,-4155,-777,-723,24.16,137051,1,4,0,1,1,0,0,0,3,1,5,0,1,0,1,1,48,19089,5845,7596,0,0,0,0,0,0,0,0,6924,0,6104,1,19089,7596,0,0,0,18873,0,0,0,0,4893,0,0,7596,16842,9302,0,6924,0,0,0,0,72.89,0,0,0,0,0,0,0,0,10062,18.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1.82,993657,27499,23842,23842,17169,14.3,14.3,13646,13646,11568,11568,9789,9789,24147,24909,0,40103,37174,36829,6924,0,19923,27695,4737,516345,806,-1.66,37,468335,81703040.93,28351,9822,4401,222104,12617,478,12617,331,47,331,-953,-478,5666,142551,516719,3,6,4,0,4,0,0,0,5,3,6,0,6,4,0,4,208,20056,6104,0,0,0,11939,4795,4795,0,0,39344,110704,12497,12208,4,29646,11939,0,0,39917,118145,0,22795,0,0,0,0,0,0,45.57,14326,39917,99833,22795,0,0,0,104.06,0,0,0,0,0,0,0,0,0,84917,1,2,2,0,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1646,799627,17113,13695,14512,11278,8608,9973,7705,8727,6609,7012,5503,5.85,10399,13212,0,11165,23537,44088,5563,12133,6066,11107,4553,350119,611,-1.4,24,328.26,301898.49,16089,5297,2.47,141906,12331,446,12331,446,132,362,-4491,-362,3293,88243,350436,1,5,3,0,3,1,0,1,4,1,6,0,2,2,0,2,130,4183,11533,0,0,0,10399,9347,0,8418,0,12.99,73117,11836,0,4,21948,16182,0,0,17251,51367,0,29326,0,5.75,4183,0,5.75,0,18754,21614,17251,56073,18199,0,0,0,80.67,0,-4491,0,0,0,0,0,0,35202,29622,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1858,900458,20476,17145,17901,14224,10187,10565,6821,7199,5023,5.43,3304,3648,0,0,0,0,6607,52.68,0,0,60664,43013,16338,405186,231,-2.55,29,377745,4792563262,21166,10848,5723,178952,6874,492,6874,119,688,119,688,-492,6563,124378,405969,0,2,0,0,0,3,0,3,2,0,3,0,9,0,0,0,150,9637,12356,0,0,0,0,0,0,0,0,98245,41913,12118,5032,3,4737,22206,0,4.9,0,13847,26241,101619,0,5.75,4737,0,5.75,11601,31141,0,0,30538,84929,0,10605,0,12.47,0,6874,0,0,0,0,0,0,0,50737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1683,1358358,27679,21056,21056,17.89,12242,12242,10135,10135,7798,7798,5659,5659,82641,34.81,0,40845,0,0,32233,6924,0,0,19944,527179,444,-3.35,38,498294,218090116.1,26265,9139,3.81,217287,13.63,507,13.63,202,15,202,-1999,-507,1029,130343,527526,6,11,2,1,3,2,0,2,11,5,11,0,4,0,1,1,202,40.37,22.85,17857,5783,0,0,14384,0,0,0,12133,19914,41995,42112,5,49.02,17.35,0,0,5734,69355,7.11,51.58,0,17249,10471,0,17249,0,75026,20689,0,75763,18199,0,0,0,185.84,0,0,0,0,0,0,0,0,0,103917,0,2,1,0,0,0,0,2,0,0,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.23,694878,14113,11007,11762,9665,6.33,6708,4645,5082,3369,3604,2305,2478,0,4795,0,12452,5023,22526,0,18014,42465,4992,11601,284072,125,-2.13,20,271642,50100214,12881,5098,2208,122062,12024,313,12024,248,28,248,-28,-313,3154,81.81,284746,0,3,0,1,1,2,0,2,2,0,4,0,1,0,0,0,100,4.9,6545,0,5907,0,0,9787,0,0,0,41933,18199,23197,11399,3,4795,28907,0,0,4992,0,18492,64.68,0,0,4.9,5687,0,11601,25211,4795,0,11127,53523,5023,0,0,32.67,0,6108,0,0,0,0,0,0,0,39503,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1761,706328,22052,19096,19096,14101,11589,11589,10252,10252,7348,7348,5079,5079,11519,14696,0,36485,24175,25683,5573,0,20771,32076,9474,418272,0.76,-1.62,30,380.27,3230269854,23052,9252,5161,180446,12866,462,12866,311,95,311,-601,-462,4586,115455,418574,1,5,2,1,3,0,0,0,5,1,5,0,7,0,1,1,168,14.58,12208,0,0,0,11939,9589,0,0,0,38999,62858,12339,17.94,3,24169,11939,0,0,29087,91456,0,23801,0,0,0,0,0,0,35357,19063,29087,73144,23801,0,0,0,72.83,0,0,0,0,0,0,0,0,0,67583,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
